topFunctions,mostDeparturesTo,mostHiresFrom,topSkills,fastGrowingSkills,topSchools,topFieldsOfStudy,employees,employeesPercent
"{""Engenharia"":""18%"",""Tecnologia da informação"":""8%"",""Desenvolvimento de negócios"":""7%"",""Suporte"":""7%"",""Financeiro"":""6%""}","{""2TM"":""5"",""Meubank"":""3"",""Liqi Digital Assets"":""2"",""Stone"":""2"",""C6 Bank"":""2""}","{""Itaú Unibanco"":""10"",""ParMais"":""7"",""Serasa"":""5"",""Stefanini Brasil"":""4"",""Stone"":""4""}","{""Sistemas operacionais"":""197"",""SQL"":""123"",""Scrum"":""106"",""Finanças"":""105"",""Python"":""90""}","{""GitHub"":"" 288%"",""C++"":"" 238%"",""VBA (Visual Basic for Applications)"":"" 233%"",""Google Ads"":"" 186%"",""Kanban"":"" 167%""}","{""Universidade de São Paulo"":""36"",""Fundação Getulio Vargas"":""33"",""Universidade Paulista"":""27"",""FIAP"":""26"",""Estácio"":""25""}","{""Tecnologia da Informação"":""65"",""Administração de Empresas"":""33"",""Ciência da Computação"":""36"",""Marketing"":""33""}",521,73%
